veg_uniqueID,year,sitecode,post,species_7code_NHIC,s_wdystemcount,m_wdystemcount,t_wdystemcount,vt_wdystemcount,sap_wdystemcount,sap_dbh_m,sap_height_m,within_browse,above_browse
2009_ROSF_C8_TILAMER,2009,ROSF,C8,TILAMER,0,1,0,0,0,0,0,1,0
2009_ROSF_C8_VITRIPA,2009,ROSF,C8,VITRIPA,0,0,2,0,0,0,0,2,0
2009_ROSF_D11_ACERUBR,2009,ROSF,D11,ACERUBR,1,0,0,0,0,0,0,1,0
2009_ROSF_D11_ACESACC,2009,ROSF,D11,ACESACC,10,0,0,0,0,0,0,10,0
2009_ROSF_D11_FRAXIN.,2009,ROSF,D11,FRAXIN.,1,0,0,0,0,0,0,1,0
2009_ROSF_D11_OSTVIRG,2009,ROSF,D11,OSTVIRG,2,1,0,0,0,0,0,3,0
2009_ROSF_D11_PINSTRO,2009,ROSF,D11,PINSTRO,0,0,0,1,0,0,0,0,1
2009_ROSF_D3_ACESACC,2009,ROSF,D3,ACESACC,44,14,4,0,0,0,0,62,0
2009_ROSF_D3_RUBIDAE,2009,ROSF,D3,RUBIDAE,18,6,1,0,0,0,0,25,0
2009_ROSF_D5_ACESACC,2009,ROSF,D5,ACESACC,13,0,1,0,0,0,0,14,0
2009_ROSF_D5_RUBALLE,2009,ROSF,D5,RUBALLE,0,1,0,0,0,0,0,1,0
2009_ROSF_D5_RUBIDAE,2009,ROSF,D5,RUBIDAE,56,46,0,0,0,0,0,102,0
2009_ROSF_D7_QUERUBR,2009,ROSF,D7,QUERUBR,1,0,0,0,0,0,0,1,0
2009_ROSF_D7_RUBALLE,2009,ROSF,D7,RUBALLE,1,5,11,0,0,0,0,17,0
2009_ROSF_D7_RUBIDAE,2009,ROSF,D7,RUBIDAE,46,35,40,0,0,0,0,121,0
2009_ROSF_D7_SAMCANA,2009,ROSF,D7,SAMCANA,1,0,0,0,0,0,0,1,0
2009_ROSF_D9_ACERUBR,2009,ROSF,D9,ACERUBR,0,2,0,1,0,0,0,2,1
2009_ROSF_D9_ACESACC,2009,ROSF,D9,ACESACC,0,0,2,2,0,0,0,2,2
2009_ROSF_D9_RUBALLE,2009,ROSF,D9,RUBALLE,3,6,8,1,0,0,0,17,1
2009_ROSF_D9_RUBIDAE,2009,ROSF,D9,RUBIDAE,14,11,1,0,0,0,0,26,0
2009_ROSF_D9_TILAMER,2009,ROSF,D9,TILAMER,1,0,1,0,0,0,0,2,0
2009_ROMS_C1_ACESACC,2009,ROMS,C1,ACESACC,19,0,0,0,0,0,0,19,0
2009_ROMS_C1_RUBIDAE,2009,ROMS,C1,RUBIDAE,23,17,0,0,0,0,0,40,0
2009_ROMS_C3_ACERUBR,2009,ROMS,C3,ACERUBR,1,0,0,0,0,0,0,1,0
2009_ROMS_C3_RUBIDAE,2009,ROMS,C3,RUBIDAE,114,87,13,0,0,0,0,214,0
2009_ROMS_C3_VITRIPA,2009,ROMS,C3,VITRIPA,2,7,10,1,0,0,0,19,1
2009_ROMS_C5_ACESACC,2009,ROMS,C5,ACESACC,1,0,0,0,0,0,0,1,0
2009_ROMS_C5_RUBIDAE,2009,ROMS,C5,RUBIDAE,40,74,80,5,0,0,0,194,5
2009_ROMS_C5_VITRIPA,2009,ROMS,C5,VITRIPA,1,1,1,0,0,0,0,3,0
2009_ROMS_C7_ACESACC,2009,ROMS,C7,ACESACC,1,0,1,0,0,0,0,2,0
2009_ROMS_C7_CELSCAN,2009,ROMS,C7,CELSCAN,0,0,3,0,0,0,0,3,0
2009_ROMS_C7_OSTVIRG,2009,ROMS,C7,OSTVIRG,0,2,3,3,0,0,0,5,3
2009_ROMS_C7_QUERUBR,2009,ROMS,C7,QUERUBR,1,0,0,0,0,0,0,1,0
2009_ROMS_C7_RUBALLE,2009,ROMS,C7,RUBALLE,2,7,4,0,0,0,0,13,0
2009_ROMS_C7_RUBIDAE,2009,ROMS,C7,RUBIDAE,6,3,2,0,0,0,0,11,0
2009_ROMS_C7_RUBOCCI,2009,ROMS,C7,RUBOCCI,6,29,27,1,0,0,0,62,1
2009_ROMS_C9_ACERUBR,2009,ROMS,C9,ACERUBR,1,0,0,0,0,0,0,1,0
2009_ROMS_C9_ACESACC,2009,ROMS,C9,ACESACC,4,0,0,0,0,0,0,4,0
2009_ROMS_C9_OSTVIRG,2009,ROMS,C9,OSTVIRG,5,0,1,2,0,0,0,6,2
2009_ROMS_C9_QUERUBR,2009,ROMS,C9,QUERUBR,133,0,0,0,0,0,0,133,0
2009_ROMS_C9_RUBIDAE,2009,ROMS,C9,RUBIDAE,1,0,0,0,0,0,0,1,0
2009_ROMS_D10_OSTVIRG,2009,ROMS,D10,OSTVIRG,0,0,0,1,0,0,0,0,1
2009_ROMS_D10_PRUSERO,2009,ROMS,D10,PRUSERO,0,4,2,0,0,0,0,6,0
2009_ROMS_D10_QUERUBR,2009,ROMS,D10,QUERUBR,1,0,0,0,0,0,0,1,0
2009_ROMS_D10_RUBIDAE,2009,ROMS,D10,RUBIDAE,32,40,3,0,0,0,0,75,0
2009_ROMS_D2_CEPOCCI,2009,ROMS,D2,CEPOCCI,2,1,1,0,0,0,0,4,0
2009_ROMS_D2_DECVERT,2009,ROMS,D2,DECVERT,1,24,46,0,0,0,0,71,0
2009_ROMS_D2_ROSPALU,2009,ROMS,D2,ROSPALU,1,1,0,0,0,0,0,2,0
2009_ROMS_D2_RUBIDAE,2009,ROMS,D2,RUBIDAE,21,2,0,0,0,0,0,23,0
2009_ROMS_D2_SAMCANA,2009,ROMS,D2,SAMCANA,0,0,1,0,0,0,0,1,0
2009_ROMS_D4_ROSRUBI,2009,ROMS,D4,ROSRUBI,0,2,0,0,0,0,0,2,0
2009_ROMS_D4_RUBIDAE,2009,ROMS,D4,RUBIDAE,211,109,3,0,0,0,0,323,0
2009_ROMS_D6_ACESACC,2009,ROMS,D6,ACESACC,1,0,0,0,0,0,0,1,0
2009_ROMS_D6_OSTVIRG,2009,ROMS,D6,OSTVIRG,0,0,1,0,0,0,0,1,0
2009_ROMS_D6_PRUSERO,2009,ROMS,D6,PRUSERO,5,4,3,10,0,0,0,12,10
2009_ROMS_D6_RUBIDAE,2009,ROMS,D6,RUBIDAE,10,12,1,0,0,0,0,23,0
2009_ROMS_D6_VITRIPA,2009,ROMS,D6,VITRIPA,1,3,2,0,0,0,0,6,0
2009_ROMS_D8_FRAXIN.,2009,ROMS,D8,FRAXIN.,2,0,0,0,0,0,0,2,0
2009_ROMS_D8_OSTVIRG,2009,ROMS,D8,OSTVIRG,1,0,0,1,0,0,0,1,1
2009_ROMS_D8_RUBIDAE,2009,ROMS,D8,RUBIDAE,23,29,8,0,0,0,0,60,0
2009_ROMS_D8_TILAMER,2009,ROMS,D8,TILAMER,1,0,0,0,0,0,0,1,0
2009_DCJS_C10_HYPKALM,2009,DCJS,C10,HYPKALM,209,4,0,0,0,0,0,213,0
2009_DCJS_C10_JUNCOMM,2009,DCJS,C10,JUNCOMM,1,0,0,0,0,0,0,1,0
2009_DCJS_C10_JUNVIRG,2009,DCJS,C10,JUNVIRG,1,1,1,0,0,0,0,3,0
2009_DCJS_C10_ROSPALU,2009,DCJS,C10,ROSPALU,3,3,0,0,0,0,0,6,0
2009_DCJS_C10_THUOCCI,2009,DCJS,C10,THUOCCI,0,0,2,0,0,0,0,2,0
2009_DCJS_C12_HYPKALM,2009,DCJS,C12,HYPKALM,52,0,0,0,0,0,0,52,0
2009_DCJS_C12_JUNVIRG,2009,DCJS,C12,JUNVIRG,0,1,0,0,0,0,0,1,0
2009_DCJS_C8_HYPKALM,2009,DCJS,C8,HYPKALM,165,0,0,0,0,0,0,165,0
2009_DCJS_C8_JUNCOMM,2009,DCJS,C8,JUNCOMM,2,0,0,0,0,0,0,2,0
2009_DCJS_C8_JUNVIRG,2009,DCJS,C8,JUNVIRG,1,0,0,0,0,0,0,1,0
2009_ROWB_B10_ACERUBR,2009,ROWB,B10,ACERUBR,28,0,0,0,0,0,0,28,0
2009_ROWB_B10_BETPAPY,2009,ROWB,B10,BETPAPY,1,0,2,3,0,0,0,3,3
2009_ROWB_B10_FRAXIN.,2009,ROWB,B10,FRAXIN.,2,0,0,0,0,0,0,2,0
2009_ROWB_B10_QUERUBR,2009,ROWB,B10,QUERUBR,2,0,0,0,0,0,0,2,0
2009_ROWB_B10_SASALBI,2009,ROWB,B10,SASALBI,4,0,0,0,0,0,0,4,0
2009_ROWB_B10_VITAEST,2009,ROWB,B10,VITAEST,0,1,2,0,0,0,0,3,0
2009_ROWB_B10_VITRIPA,2009,ROWB,B10,VITRIPA,2,0,0,0,0,0,0,2,0
2009_ROWB_B2_ACERUBR,2009,ROWB,B2,ACERUBR,9,0,0,0,0,0,0,9,0
2009_ROWB_B2_OSTVIRG,2009,ROWB,B2,OSTVIRG,0,4,3,1,0,0,0,7,1
2009_ROWB_B2_QUERUBR,2009,ROWB,B2,QUERUBR,1,1,0,0,0,0,0,2,0
2009_ROWB_B2_ROSRUBI,2009,ROWB,B2,ROSRUBI,1,8,0,0,0,0,0,9,0
2009_ROWB_B2_RUBIDAE,2009,ROWB,B2,RUBIDAE,131,55,4,0,0,0,0,190,0
2009_ROWB_B2_SASALBI,2009,ROWB,B2,SASALBI,64,3,0,0,0,0,0,67,0
2009_ROWB_B2_VITRIPA,2009,ROWB,B2,VITRIPA,2,0,0,0,0,0,0,2,0
2009_ROWB_B4_ACERUBR,2009,ROWB,B4,ACERUBR,14,0,0,0,0,0,0,14,0
2009_ROWB_B4_QUERUBR,2009,ROWB,B4,QUERUBR,2,0,0,0,0,0,0,2,0
2009_ROWB_B4_RUBIDAE,2009,ROWB,B4,RUBIDAE,339,44,0,0,0,0,0,383,0
2009_ROWB_B4_VITAEST,2009,ROWB,B4,VITAEST,0,1,2,1,0,0,0,3,1
2009_ROWB_B6_QUERUBR,2009,ROWB,B6,QUERUBR,4,0,0,0,0,0,0,4,0
2009_ROWB_B6_ROSRUBI,2009,ROWB,B6,ROSRUBI,1,0,0,0,0,0,0,1,0
2009_ROWB_B6_RUBIDAE,2009,ROWB,B6,RUBIDAE,135,35,1,0,0,0,0,171,0
2009_ROWB_B8_ACERUBR,2009,ROWB,B8,ACERUBR,1,1,0,0,0,0,0,2,0
2009_ROWB_B8_BETPAPY,2009,ROWB,B8,BETPAPY,0,1,6,0,0,0,0,7,0
2009_ROWB_B8_RUBIDAE,2009,ROWB,B8,RUBIDAE,29,61,11,0,0,0,0,101,0
2009_ROWB_C10_ACERUBR,2009,ROWB,C10,ACERUBR,1,0,0,0,0,0,0,1,0
2009_ROWB_C10_QUERUBR,2009,ROWB,C10,QUERUBR,1,0,0,0,0,0,0,1,0
2009_ROWB_C10_ROSRUBI,2009,ROWB,C10,ROSRUBI,0,0,4,0,0,0,0,4,0
2009_ROWB_C10_RUBIDAE,2009,ROWB,C10,RUBIDAE,17,0,0,0,0,0,0,17,0
2009_ROWB_C10_VITAEST,2009,ROWB,C10,VITAEST,0,1,0,0,0,0,0,1,0
2009_ROWB_C2_RUBIDAE,2009,ROWB,C2,RUBIDAE,1,3,0,0,0,0,0,4,0
2009_ROWB_C4_DECVERT,2009,ROWB,C4,DECVERT,2,46,22,0,0,0,0,70,0
2009_ROWB_C6_VITRIPA,2009,ROWB,C6,VITRIPA,3,1,1,0,0,0,0,5,0
2009_ROWB_C8_ACERUBR,2009,ROWB,C8,ACERUBR,1,0,0,0,0,0,0,1,0
2009_ROWB_C8_FRAXIN.,2009,ROWB,C8,FRAXIN.,1,0,0,0,0,0,0,1,0
2009_ROWB_C8_QUERUBR,2009,ROWB,C8,QUERUBR,9,0,0,0,0,0,0,9,0
2009_ROWB_C8_RUBIDAE,2009,ROWB,C8,RUBIDAE,115,41,22,0,0,0,0,178,0
2009_ROWB_C8_VITAEST,2009,ROWB,C8,VITAEST,0,1,3,5,0,0,0,4,5
2009_SRS1_B23_HYPKALM,2009,SRS1,B23,HYPKALM,46,3,0,0,0,0,0,49,0
2009_SRS1_B8_CORSTOL,2009,SRS1,B8,CORSTOL,1,1,0,0,0,0,0,2,0
2009_SRS1_B8_HYPKALM,2009,SRS1,B8,HYPKALM,13,0,0,0,0,0,0,13,0
2009_SRS1_C14_HYPKALM,2009,SRS1,C14,HYPKALM,76,0,0,0,0,0,0,76,0
2009_SRS1_C18_HYPKALM,2009,SRS1,C18,HYPKALM,6,0,0,0,0,0,0,6,0
2009_SRS1_C20_HYPKALM,2009,SRS1,C20,HYPKALM,53,1,0,0,0,0,0,54,0
2009_SRS2_B2_HYPKALM,2009,SRS2,B2,HYPKALM,97,0,0,0,0,0,0,97,0
2009_SRS2_B21_HYPKALM,2009,SRS2,B21,HYPKALM,484,0,0,0,0,0,0,484,0
2009_SRS2_B21_JUNVIRG,2009,SRS2,B21,JUNVIRG,0,1,0,0,0,0,0,1,0
2009_SRS2_B21_ROSPALU,2009,SRS2,B21,ROSPALU,4,1,0,0,0,0,0,5,0
2009_SRS2_B22_HYPKALM,2009,SRS2,B22,HYPKALM,282,0,0,0,0,0,0,282,0
2009_SRS2_B22_JUNCOMM,2009,SRS2,B22,JUNCOMM,0,5,0,0,0,0,0,5,0
2009_SRS2_B22_ROSPALU,2009,SRS2,B22,ROSPALU,4,0,0,0,0,0,0,4,0
2009_SRS2_B4_HYPKALM,2009,SRS2,B4,HYPKALM,1,0,0,0,0,0,0,1,0
2009_SRS2_C10_HYPKALM,2009,SRS2,C10,HYPKALM,492,18,0,0,0,0,0,510,0
2009_SRS2_C10_JUNCOMM,2009,SRS2,C10,JUNCOMM,1,0,0,0,0,0,0,1,0
2009_SRS2_C20_HYPKALM,2009,SRS2,C20,HYPKALM,312,8,0,0,0,0,0,320,0
2009_SRS2_C6_HYPKALM,2009,SRS2,C6,HYPKALM,143,0,0,0,0,0,0,143,0
2009_SRS2_C8_CORSTOL,2009,SRS2,C8,CORSTOL,1,0,0,0,0,0,0,1,0
2009_SRS2_C8_HYPKALM,2009,SRS2,C8,HYPKALM,47,1,0,0,0,0,0,48,0
2009_SRS2_C8_ROSPALU,2009,SRS2,C8,ROSPALU,12,0,1,0,0,0,0,13,0
2009_IDSS_B10_HYPKALM,2009,IDSS,B10,HYPKALM,173,26,0,0,0,0,0,199,0
2009_IDSS_B2_JUNCOMM,2009,IDSS,B2,JUNCOMM,0,1,5,0,0,0,0,6,0
2009_IDSS_B2_VITRIPA,2009,IDSS,B2,VITRIPA,2,3,2,0,0,0,0,7,0
2009_IDSS_B4_HYPKALM,2009,IDSS,B4,HYPKALM,15,0,0,0,0,0,0,15,0
2009_IDSS_B4_JUNCOMM,2009,IDSS,B4,JUNCOMM,8,0,0,0,0,0,0,8,0
2009_IDSS_B4_JUNVIRG,2009,IDSS,B4,JUNVIRG,5,1,0,0,0,0,0,6,0
2009_IDSS_B4_VITRIPA,2009,IDSS,B4,VITRIPA,1,0,0,0,0,0,0,1,0
2009_IDSS_B6_HYPKALM,2009,IDSS,B6,HYPKALM,19,2,0,0,0,0,0,21,0
2009_IDSS_B6_JUNCOMM,2009,IDSS,B6,JUNCOMM,2,0,0,0,0,0,0,2,0
2009_IDSS_B6_JUNVIRG,2009,IDSS,B6,JUNVIRG,0,0,2,2,0,0,0,2,2
2009_IDSS_B6_RUBIDAE,2009,IDSS,B6,RUBIDAE,177,3,0,0,0,0,0,180,0
2009_IDSS_B6_VITRIPA,2009,IDSS,B6,VITRIPA,2,1,0,1,0,0,0,3,1
2009_IDSS_B8_JUNCOMM,2009,IDSS,B8,JUNCOMM,1,1,0,0,0,0,0,2,0
2009_IDSS_B8_JUNVIRG,2009,IDSS,B8,JUNVIRG,2,3,0,0,0,0,0,5,0
2009_IDSS_B8_ROSRUBI,2009,IDSS,B8,ROSRUBI,0,1,3,0,0,0,0,4,0
2009_IDSS_B8_RUBIDAE,2009,IDSS,B8,RUBIDAE,4,0,0,0,0,0,0,4,0
2009_IDSS_B8_VITRIPA,2009,IDSS,B8,VITRIPA,6,0,0,0,0,0,0,6,0
2009_IDSS_D6_JUNVIRG,2009,IDSS,D6,JUNVIRG,0,1,0,1,0,0,0,1,1
2009_IDSS_D8_POPDELT,2009,IDSS,D8,POPDELT,0,0,2,0,0,0,0,2,0
2009_IDSS_D8_SALEXIG,2009,IDSS,D8,SALEXIG,7,1,0,0,0,0,0,8,0
2010_ROIS_C10_RUBOCCI,2010,ROIS,C10,RUBOCCI,1,3,1,1,0,0,0,5,1
2010_ROIS_C10_SASALBI,2010,ROIS,C10,SASALBI,7,6,1,0,0,0,0,14,0
2010_ROIS_C2_CELOCCI,2010,ROIS,C2,CELOCCI,1,0,0,0,0,0,0,1,0
2010_ROIS_C2_RUBIDAE,2010,ROIS,C2,RUBIDAE,10,63,37,0,0,0,0,110,0
2010_ROIS_C2_SAMCANA,2010,ROIS,C2,SAMCANA,0,2,4,0,0,0,0,6,0
2010_ROIS_C2_SASALBI,2010,ROIS,C2,SASALBI,0,1,1,0,0,0,0,2,0
2010_ROIS_C2_VITRIPA,2010,ROIS,C2,VITRIPA,0,0,0,2,0,0,0,0,2
2010_ROIS_C4_FRAXIN.,2010,ROIS,C4,FRAXIN.,1,3,0,0,0,0,0,4,0
2010_ROIS_C4_SASALBI,2010,ROIS,C4,SASALBI,0,0,1,0,0,0,0,1,0
2010_ROIS_C4_VITRIPA,2010,ROIS,C4,VITRIPA,6,7,10,7,0,0,0,23,7
2010_ROIS_C6_VITRIPA,2010,ROIS,C6,VITRIPA,1,0,1,1,0,0,0,2,1
2010_ROIS_C8_RUBIDAE,2010,ROIS,C8,RUBIDAE,4,37,40,0,0,0,0,81,0
2010_ROIS_C8_RUBOCCI,2010,ROIS,C8,RUBOCCI,0,2,2,0,0,0,0,4,0
2010_ROIS_C8_SAMCANA,2010,ROIS,C8,SAMCANA,0,0,1,0,0,0,0,1,0
2010_ROIS_D3_VITRIPA,2010,ROIS,D3,VITRIPA,1,10,29,7,0,0,0,40,7
2010_ROIS_D5_RUBALLE,2010,ROIS,D5,RUBALLE,7,12,5,0,0,0,0,24,0
2010_ROIS_D7_CELOCCI,2010,ROIS,D7,CELOCCI,1,0,0,0,0,0,0,1,0
2010_ROIS_D7_QUERUBR,2010,ROIS,D7,QUERUBR,2,0,0,0,0,0,0,2,0
2010_ROIS_D7_VITRIPA,2010,ROIS,D7,VITRIPA,1,2,2,0,0,0,0,5,0
2010_ROIS_D9_RUBOCCI,2010,ROIS,D9,RUBOCCI,3,15,30,3,0,0,0,48,3
2010_ROIS_D9_VITRIPA,2010,ROIS,D9,VITRIPA,3,0,0,0,0,0,0,3,0
2010_ROMS_C1_ACESACC,2010,ROMS,C1,ACESACC,18,0,0,0,0,0,0,18,0
2010_ROMS_C1_RUBIDAE,2010,ROMS,C1,RUBIDAE,23,35,0,0,0,0,0,58,0
2010_ROMS_C3_ACERUBR,2010,ROMS,C3,ACERUBR,1,0,0,0,0,0,0,1,0
2010_ROMS_C3_RUBIDAE,2010,ROMS,C3,RUBIDAE,101,73,15,0,0,0,0,189,0
2010_ROMS_C3_VITRIPA,2010,ROMS,C3,VITRIPA,4,1,4,0,0,0,0,9,0
2010_ROMS_C5_ROSMULT,2010,ROMS,C5,ROSMULT,0,0,1,1,0,0,0,1,1
2010_ROMS_C5_RUBIDAE,2010,ROMS,C5,RUBIDAE,46,95,58,1,0,0,0,199,1
2010_ROMS_C5_VITRIPA,2010,ROMS,C5,VITRIPA,1,0,2,3,0,0,0,3,3
2010_ROMS_C7_ACESACC,2010,ROMS,C7,ACESACC,2,0,0,1,0,0,0,2,1
2010_ROMS_C7_OSTVIRG,2010,ROMS,C7,OSTVIRG,2,0,1,5,0,0,0,3,5
2010_ROMS_C7_QUERUBR,2010,ROMS,C7,QUERUBR,2,0,0,0,0,0,0,2,0
2010_ROMS_C7_RUBALLE,2010,ROMS,C7,RUBALLE,1,10,2,0,0,0,0,13,0
2010_ROMS_C7_RUBIDAE,2010,ROMS,C7,RUBIDAE,2,6,4,0,0,0,0,12,0
2010_ROMS_C7_RUBOCCI,2010,ROMS,C7,RUBOCCI,12,26,16,0,0,0,0,54,0
2010_ROMS_C7_TILAMER,2010,ROMS,C7,TILAMER,1,0,0,0,0,0,0,1,0
2010_ROMS_C9_ACERUBR,2010,ROMS,C9,ACERUBR,2,0,0,0,0,0,0,2,0
2010_ROMS_C9_OSTVIRG,2010,ROMS,C9,OSTVIRG,3,1,1,2,0,0,0,5,2
2010_ROMS_C9_PRUSERO,2010,ROMS,C9,PRUSERO,1,0,0,0,0,0,0,1,0
2010_ROMS_C9_QUERUBR,2010,ROMS,C9,QUERUBR,110,0,0,0,0,0,0,110,0
2010_ROMS_C9_RUBIDAE,2010,ROMS,C9,RUBIDAE,1,0,0,0,0,0,0,1,0
2010_ROMS_D10_OSTVIRG,2010,ROMS,D10,OSTVIRG,0,0,0,1,0,0,0,0,1
2010_ROMS_D10_PRUSERO,2010,ROMS,D10,PRUSERO,0,1,3,1,0,0,0,4,1
2010_ROMS_D10_QUERUBR,2010,ROMS,D10,QUERUBR,1,0,0,0,0,0,0,1,0
2010_ROMS_D10_RUBIDAE,2010,ROMS,D10,RUBIDAE,42,31,0,0,0,0,0,73,0
2010_ROMS_D2_CEPOCCI,2010,ROMS,D2,CEPOCCI,0,0,3,0,0,0,0,3,0
2010_ROMS_D2_DECVERT,2010,ROMS,D2,DECVERT,0,18,65,0,0,0,0,83,0
2010_ROMS_D2_ROSPALU,2010,ROMS,D2,ROSPALU,2,0,0,0,0,0,0,2,0
2010_ROMS_D2_RUBIDAE,2010,ROMS,D2,RUBIDAE,36,4,0,0,0,0,0,40,0
2010_ROMS_D4_ROSRUBI,2010,ROMS,D4,ROSRUBI,3,2,0,0,0,0,0,5,0
2010_ROMS_D4_RUBIDAE,2010,ROMS,D4,RUBIDAE,161,89,1,0,0,0,0,251,0
2010_ROMS_D6_BETPAPY,2010,ROMS,D6,BETPAPY,0,0,1,0,0,0,0,1,0
2010_ROMS_D6_PRUSERO,2010,ROMS,D6,PRUSERO,5,3,2,9,0,0,0,10,9
2010_ROMS_D6_RUBIDAE,2010,ROMS,D6,RUBIDAE,8,3,3,0,0,0,0,14,0
2010_ROMS_D6_RUBOCCI,2010,ROMS,D6,RUBOCCI,5,4,4,0,0,0,0,13,0
2010_ROMS_D6_VITRIPA,2010,ROMS,D6,VITRIPA,1,4,2,0,0,0,0,7,0
2010_ROMS_D8_ACESACC,2010,ROMS,D8,ACESACC,1,0,0,0,0,0,0,1,0
2010_ROMS_D8_OSTVIRG,2010,ROMS,D8,OSTVIRG,2,0,0,1,0,0,0,2,1
2010_ROMS_D8_RUBIDAE,2010,ROMS,D8,RUBIDAE,6,16,2,0,0,0,0,24,0
2010_ROMS_D8_TILAMER,2010,ROMS,D8,TILAMER,0,1,0,0,0,0,0,1,0
2010_ROSF_C10_ACERUBR,2010,ROSF,C10,ACERUBR,2,0,0,0,0,0,0,2,0
2010_ROSF_C10_ACESACC,2010,ROSF,C10,ACESACC,79,0,0,0,0,0,0,79,0
2010_ROSF_C10_OSTVIRG,2010,ROSF,C10,OSTVIRG,2,5,3,1,0,0,0,10,1
2010_ROSF_C10_PRUSERO,2010,ROSF,C10,PRUSERO,1,0,0,0,0,0,0,1,0
2010_ROSF_C10_SASALBI,2010,ROSF,C10,SASALBI,1,0,0,0,0,0,0,1,0
2010_ROSF_C2_ACERUBR,2010,ROSF,C2,ACERUBR,0,0,1,0,0,0,0,1,0
2010_ROSF_C2_ACESACC,2010,ROSF,C2,ACESACC,31,4,1,5,0,0,0,36,5
2010_ROSF_C2_RUBIDAE,2010,ROSF,C2,RUBIDAE,24,91,20,0,0,0,0,135,0
2010_ROSF_C4_ACESACC,2010,ROSF,C4,ACESACC,0,1,0,2,0,0,0,1,2
2010_ROSF_C4_RUBALLE,2010,ROSF,C4,RUBALLE,2,15,57,0,0,0,0,74,0
2010_ROSF_C4_RUBIDAE,2010,ROSF,C4,RUBIDAE,9,28,24,0,0,0,0,61,0
2010_ROSF_C6_ACESACC,2010,ROSF,C6,ACESACC,5,0,0,0,0,0,0,5,0
2010_ROSF_C6_DECVERT,2010,ROSF,C6,DECVERT,0,4,0,0,0,0,0,4,0
2010_ROSF_C6_FRAXIN.,2010,ROSF,C6,FRAXIN.,3,0,0,0,0,0,0,3,0
2010_ROSF_C6_OSTVIRG,2010,ROSF,C6,OSTVIRG,0,3,4,0,0,0,0,7,0
2010_ROSF_C6_PRUSERO,2010,ROSF,C6,PRUSERO,2,0,0,0,0,0,0,2,0
2010_ROSF_C6_PRUVIRG,2010,ROSF,C6,PRUVIRG,1,0,0,0,0,0,0,1,0
2010_ROSF_C6_QUERUBR,2010,ROSF,C6,QUERUBR,1,0,0,0,0,0,0,1,0
2010_ROSF_C6_SASALBI,2010,ROSF,C6,SASALBI,1,0,0,0,0,0,0,1,0
2010_ROSF_C8_ACESACC,2010,ROSF,C8,ACESACC,1,1,0,0,0,0,0,2,0
2010_ROSF_C8_RUBIDAE,2010,ROSF,C8,RUBIDAE,88,45,0,0,0,0,0,133,0
2010_ROSF_C8_SASALBI,2010,ROSF,C8,SASALBI,1,0,0,0,0,0,0,1,0
2010_ROSF_C8_TILAMER,2010,ROSF,C8,TILAMER,0,1,0,0,0,0,0,1,0
2010_ROSF_C8_VITRIPA,2010,ROSF,C8,VITRIPA,1,1,0,0,0,0,0,2,0
2010_ROSF_D11_ACESACC,2010,ROSF,D11,ACESACC,15,0,0,0,0,0,0,15,0
2010_ROSF_D11_OSTVIRG,2010,ROSF,D11,OSTVIRG,5,1,0,0,0,0,0,6,0
2010_ROSF_D11_PINSTRO,2010,ROSF,D11,PINSTRO,0,0,0,1,0,0,0,0,1
2010_ROSF_D3_ACESACC,2010,ROSF,D3,ACESACC,35,9,3,0,0,0,0,47,0
2010_ROSF_D3_RUBOCCI,2010,ROSF,D3,RUBOCCI,12,10,2,1,0,0,0,24,1
2010_ROSF_D5_ACESACC,2010,ROSF,D5,ACESACC,13,1,1,0,0,0,0,15,0
2010_ROSF_D5_RUBALLE,2010,ROSF,D5,RUBALLE,0,0,1,0,0,0,0,1,0
2010_ROSF_D5_RUBIDAE,2010,ROSF,D5,RUBIDAE,47,61,4,0,0,0,0,112,0
2010_ROSF_D7_ACERUBR,2010,ROSF,D7,ACERUBR,2,0,0,0,0,0,0,2,0
2010_ROSF_D7_RUBALLE,2010,ROSF,D7,RUBALLE,1,1,13,2,0,0,0,15,2
2010_ROSF_D7_RUBIDAE,2010,ROSF,D7,RUBIDAE,43,43,14,1,0,0,0,100,1
2010_ROSF_D7_SAMCANA,2010,ROSF,D7,SAMCANA,1,0,0,0,0,0,0,1,0
2010_ROSF_D9_ACESACC,2010,ROSF,D9,ACESACC,2,0,0,1,0,0,0,2,1
2010_ROSF_D9_RUBALLE,2010,ROSF,D9,RUBALLE,1,0,9,3,0,0,0,10,3
2010_ROSF_D9_RUBIDAE,2010,ROSF,D9,RUBIDAE,10,6,0,0,0,0,0,16,0
2010_ROSF_D9_TILAMER,2010,ROSF,D9,TILAMER,1,0,2,0,0,0,0,3,0
2010_RARO_B11_FRAXIN.,2010,RARO,B11,FRAXIN.,8,0,0,0,0,0,0,8,0
2010_RARO_B11_RUBIDAE,2010,RARO,B11,RUBIDAE,86,13,0,0,0,0,0,99,0
2010_RARO_B11_SASALBI,2010,RARO,B11,SASALBI,24,11,2,0,0,0,0,37,0
2010_RARO_B3_EUOEURO,2010,RARO,B3,EUOEURO,5,0,0,0,0,0,0,5,0
2010_RARO_B3_OSTVIRG,2010,RARO,B3,OSTVIRG,1,0,0,1,0,0,0,1,1
2010_RARO_B3_PRUSERO,2010,RARO,B3,PRUSERO,1,0,0,0,0,0,0,1,0
