site_size_ha,site_code_abcd,site_name,sampling_year_yyyy,year_site,species_banding_code_abcd,species_common_name,breeding_territories,tree_density
10.2,DCSD,Dry Cottonwood Sand Dune,2008,2008_DCSD,EUST,European Starling,0.25,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,2008,2008_DCSD,FISP,Field Sparrow,6,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,2008,2008_DCSD,HOWR,House Wren,4,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,2008,2008_DCSD,KILL,Killdeer,2,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,2008,2008_DCSD,NOMO,Northern Mockingbird,1,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,2008,2008_DCSD,RWBL,Red-winged Blackbird,5,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,2008,2008_DCSD,SOSP,Song Sparrow,0.25,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,2008,2008_DCSD,TRES,Tree Swallow,4,NOTFOUND
10.2,DCSD,Dry Cottonwood Sand Dune,2008,2008_DCSD,YWAR,Yellow Warbler,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,AMRO,American Robin,1.5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,AMWO,American Woodcock,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,BRTH,Brown Thrasher,2,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,CHSP,Chipping Sparrow,5.5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,COGR,Common Grackle,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,EAKI,Eastern Kingbird,2,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,EUST,European Starling,2,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,EWPW,Eastern Whip-poor-will,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,FISP,Field Sparrow,5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,GRCA,Gray Catbird,2,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,HOWR,House Wren,3,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,KILL,Killdeer,2,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,NOMO,Northern Mockingbird,1,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,RWBL,Red-winged Blackbird,4,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,SOSP,Song Sparrow,1.5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,TRES,Tree Swallow,5,NOTFOUND
10.9,IDSS,Intergrading Dune - Swale Savannah,2008,2008_IDSS,YBCU,Yellow-billed Cuckoo,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,AMWO,American Woodcock,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,BAOR,Baltimore Oriole,4.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,BCCH,Black-capped Chickadee,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,BGGN,Blue-gray Gnatcatcher,3,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,BHCO,Brown-headed Cowbird,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,BLJA,Blue Jay,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,CEDW,Cedar Waxwing,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,COGR,Common Grackle,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,COYE,Common Yellowthroat,4.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,DOWO,Downy Woodpecker,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,EAKI,Eastern Kingbird,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,EATO,Eastern Towhee,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,EAWP,Eastern Wood-pewee,4.5,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,EUST,European Starling,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,EWPW,Eastern Whip-poor-will,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,FISP,Field Sparrow,3,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,GCFL,Great Crested Flycatcher,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,GRCA,Gray Catbird,3,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,HOWR,House Wren,10,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,INBU,Indigo Bunting,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,NOFL,Northern Flicker,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,OROR,Orchard Oriole,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,REVI,Red-eyed Vireo,1,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,RWBL,Red-winged Blackbird,6,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,SOSP,Song Sparrow,2,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,TRES,Tree Swallow,4,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,WAVI,Warbling Vireo,3,NOTFOUND
13.1,RARO,Red Ash - Red Oak Savannah,2008,2008_RARO,YWAR,Yellow Warbler,18,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,AMRO,American Robin,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,AMWO,American Woodcock,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,BAOR,Baltimore Oriole,6,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,BCCH,Black-capped Chickadee,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,BHCO,Brown-headed Cowbird,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,BLJA,Blue Jay,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,COGR,Common Grackle,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,COYE,Common Yellowthroat,5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,DOWO,Downy Woodpecker,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,EAKI,Eastern Kingbird,1.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,EATO,Eastern Towhee,0.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,EAWP,Eastern Wood-pewee,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,EWPW,Eastern Whip-poor-will,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,FISP,Field Sparrow,1.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,GCFL,Great Crested Flycatcher,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,GRCA,Gray Catbird,4,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,HAWO,Hairy Woodpecker,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,HOWR,House Wren,10,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,INBU,Indigo Bunting,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,MODO,Mourning Dove,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,NOFL,Northern Flicker,0.5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,RBWO,Red-bellied Woodpecker,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,REVI,Red-eyed Vireo,2,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,RTHA,Red-tailed Hawk,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,RWBL,Red-winged Blackbird,5,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,TRES,Tree Swallow,3,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,YBCU,Yellow-billed Cuckoo,1,NOTFOUND
8.9,ROWB,Red Oak - White Birch Savannah,2008,2008_ROWB,YWAR,Yellow Warbler,12,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,AMRO,American Robin,1.5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,AMWO,American Woodcock,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,BAOR,Baltimore Oriole,3,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,CHSP,Chipping Sparrow,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,COYE,Common Yellowthroat,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,DOWO,Downy Woodpecker,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,EAKI,Eastern Kingbird,3,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,EAWP,Eastern Wood-pewee,5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,EUST,European Starling,3,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,EWPW,Eastern Whip-poor-will,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,GRCA,Gray Catbird,4,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,HOWR,House Wren,3,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,MODO,Mourning Dove,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,REVI,Red-eyed Vireo,4,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,RTHU,Ruby-throated Hummingbird,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,RWBL,Red-winged Blackbird,12.5,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,SOSP,Song Sparrow,1,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,TRES,Tree Swallow,3,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,WAVI,Warbling Vireo,2,NOTFOUND
11.4,ROWP,Red Oak - White Pine Savannah,2008,2008_ROWP,YWAR,Yellow Warbler,10,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,AMRO,American Robin,3,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,BGGN,Blue-gray Gnatcatcher,1,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,BHCO,Brown-headed Cowbird,3,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,BRTH,Brown Thrasher,3,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,CHSP,Chipping Sparrow,29,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,EATO,Eastern Towhee,2.5,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,EAWP,Eastern Wood-pewee,0.5,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,EUST,European Starling,1.5,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,EWPW,Eastern Whip-poor-will,1,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,FISP,Field Sparrow,10,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,GRCA,Gray Catbird,2,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,HOFI,House Finch,1,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,HOWR,House Wren,2.5,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,KILL,Killdeer,1,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,MODO,Mourning Dove,2,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,NOMO,Northern Mockingbird,2.5,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,SOSP,Song Sparrow,7.5,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,TRES,Tree Swallow,2.5,NOTFOUND
11.3,DCJS,Dry Cottonwood - Juniper Savannah,2009,2009_DCJS,YWAR,Yellow Warbler,8.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,AMRE,American Redstart,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,AMRO,American Robin,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,AMWO,American Woodcock,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,BAOR,Baltimore Oriole,5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,BCCH,Black-capped Chickadee,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,BHCO,Brown-headed Cowbird,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,COGR,Common Grackle,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,COYE,Common Yellowthroat,4,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,DOWO,Downy Woodpecker,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,EABL,Eastern Bluebird,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,EAKI,Eastern Kingbird,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,EAWP,Eastern Wood-pewee,4,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,GCFL,Great Crested Flycatcher,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,GRCA,Gray Catbird,4,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,HOWR,House Wren,8,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,INBU,Indigo Bunting,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,LEFL,Least Flycatcher,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,MODO,Mourning Dove,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,NOCA,Northern Cardinal,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,NOFL,Northern Flicker,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,OROR,Orchard Oriole,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,REVI,Red-eyed Vireo,3,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,RWBL,Red-winged Blackbird,7.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,SOSP,Song Sparrow,7,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,SWSP,Swamp Sparrow,0.5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,TRES,Tree Swallow,5,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,WAVI,Warbling Vireo,2,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,WIFL,Willow Flycatcher,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,YBCU,Yellow-billed Cuckoo,1,NOTFOUND
9.2,ROIS,Red Oak - Ironwood Savannah,2009,2009_ROIS,YWAR,Yellow Warbler,16,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,AMRE,American Redstart,9,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,AMRO,American Robin,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,AMWO,American Woodcock,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,BAOR,Baltimore Oriole,6,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,BCCH,Black-capped Chickadee,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,BGGN,Blue-gray Gnatcatcher,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,BHCO,Brown-headed Cowbird,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,BLJA,Blue Jay,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,COGR,Common Grackle,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,COYE,Common Yellowthroat,2.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,DOWO,Downy Woodpecker,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,EAKI,Eastern Kingbird,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,EASO,Eastern Screech-Owl,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,EATO,Eastern Towhee,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,EAWP,Eastern Wood-pewee,7,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,EUST,European Starling,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,EWPW,Eastern Whip-poor-will,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,GCFL,Great Crested Flycatcher,3,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,GRCA,Gray Catbird,4,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,HOWR,House Wren,11,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,INBU,Indigo Bunting,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,LEFL,Least Flycatcher,3,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,NOCA,Northern Cardinal,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,NOFL,Northern Flicker,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,NOGO,Northern Goshawk,0.25,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,RBWO,Red-bellied Woodpecker,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,REVI,Red-eyed Vireo,2,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,RTHA,Red-tailed Hawk,0.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,RWBL,Red-winged Blackbird,3.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,SCTA,Scarlet Tanager,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,SOSP,Song Sparrow,3,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,SWSP,Swamp Sparrow,0.5,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,TRES,Tree Swallow,8,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,VEER,Veery,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,WAVI,Warbling Vireo,1,NOTFOUND
12.5,ROMF,Red Oak - Sugar Maple Forest,2009,2009_ROMF,YWAR,Yellow Warbler,10,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,AMRO,American Robin,3,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,BAOR,Baltimore Oriole,6,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,BCCH,Black-capped Chickadee,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,BHCO,Brown-headed Cowbird,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,BLJA,Blue Jay,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,CEDW,Cedar Waxwing,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,CHSW,Chimney Swift,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,COGR,Common Grackle,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,COYE,Common Yellowthroat,5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,EAKI,Eastern Kingbird,2.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,EATO,Eastern Towhee,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,EAWP,Eastern Wood-pewee,5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,EUST,European Starling,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,GRCA,Gray Catbird,6.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,HOWR,House Wren,11,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,NOFL,Northern Flicker,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,NSWO,Northern Saw-whet Owl,0.25,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,REVI,Red-eyed Vireo,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,RTHU,Ruby-throated Hummingbird,2,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,RWBL,Red-winged Blackbird,9.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,SOSP,Song Sparrow,6.5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,TRES,Tree Swallow,5,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,WBNU,White-breasted Nuthatch,1,NOTFOUND
7.9,ROMS,Red Oak - Sugar Maple Savannah,2009,2009_ROMS,YWAR,Yellow Warbler,15,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,AMRO,American Robin,0.25,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,BAOR,Baltimore Oriole,0.25,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,CEDW,Cedar Waxwing,5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,CHSP,Chipping Sparrow,0.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,COYE,Common Yellowthroat,5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,EAKI,Eastern Kingbird,5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,EATO,Eastern Towhee,0.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,EWPW,Eastern Whip-poor-will,0.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,FISP,Field Sparrow,1.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,GCFL,Great Crested Flycatcher,0.25,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,GRCA,Gray Catbird,2,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,HOME,Hooded Merganser,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,HOWR,House Wren,1,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,MODO,Mourning Dove,0.25,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,RWBL,Red-winged Blackbird,29,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,SOSP,Song Sparrow,6,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,SWSP,Swamp Sparrow,0.5,NOTFOUND
15,STDP,Sedge - Tamarack Dune Pond,2009,2009_STDP,YWAR,Yellow Warbler,9,NOTFOUND
11,TMSL,Tamarack Slough,2009,2009_TMSL,AMRO,American Robin,4,NOTFOUND
11,TMSL,Tamarack Slough,2009,2009_TMSL,BAOR,Baltimore Oriole,3,NOTFOUND
